track_num,track_id,track_name,first_artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,liked
5116,4EAV2cKiqKP5UPZmY6dejk,Everyday,Logic,0.0425,0.667,204747,0.741,0,1,0.0761,-4.099,1,0.0378,149.908,4,0.422,1
5117,58cvckETahSOG74RP5WE99,State Of Emergency,Logic,0.0826,0.675,154373,0.675,0,0,0.12,-7.527,1,0.283,173.922,4,0.622,1
5118,5KVciTEfXvpcFHR3RFbtJy,Wassup,Logic,0.0869,0.777,219480,0.57,0,1,0.121,-6.833,1,0.0472,139.993,4,0.321,1
5119,3atCD3dVosUsd3KM2yzfeC,Grandpa's Space Ship,Logic,0.266,0.719,122093,0.167,0,1,0.152,-18.942,1,0.889,119.082,5,0.161,1
5120,3e7Y6sfFlIdBMJhX7wpqVO,44 More,Logic,0.0718,0.824,188600,0.584,0,10,0.106,-7.098,0,0.221,139.965,4,0.219,1
5121,07W9fL0ee9LsqD9c3kNrdo,Notice Me,Migos,0.111,0.797,233880,0.341,1.08e-06,5,0.198,-9.733,0,0.373,165.917,4,0.423,1
5122,53dap6HnA9jO5pqJ4cQpJH,Dick In A Box,The Lonely Island,0.401,0.542,161053,0.699,0,8,0.105,-6.029,1,0.306,76.391,4,0.687,1
5123,4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),Usher,0.0338,0.663,220800,0.861,0,7,0.082,-3.398,0,0.109,119.963,4,0.654,1
5124,6AxCr5G75R5rqyNCYWVpTo,Higher,Taio Cruz,0.0048,0.672,187627,0.907,3.4e-05,8,0.156,-5.069,0,0.0721,128.027,4,0.746,1
5125,5tmuKTnfayZkjDlukTz3vT,There She Goes,Taio Cruz,0.0596,0.691,208612,0.922,0,1,0.386,-3.766,0,0.152,128.058,4,0.72,1
5126,4iFMBTUHUwF1cA74jrWT3k,Troublemaker,Taio Cruz,0.157,0.691,220280,0.705,0,11,0.155,-4.545,0,0.0947,125.04,4,0.461,1
5127,2tftivjRsvKs0jFH9h3Ti8,Hangover,Taio Cruz,0.00892,0.599,244907,0.885,0,3,0.0699,-3.232,1,0.0463,128.048,4,0.576,1
5128,2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,0.00379,0.751,202613,0.783,0,4,0.036,-3.724,1,0.0859,119.975,4,0.816,1
5129,62McdrVJELUVywVeDk59r0,Dancer,Flo Rida,0.0073,0.641,182131,0.727,0.00192,6,0.071,-4.401,1,0.125,190.037,4,0.636,1
5130,0CAfXk7DXMnon4gLudAp7J,Low (feat. T-Pain),Flo Rida,0.0928,0.918,231400,0.609,0,10,0.139,-5.64,0,0.0791,128.008,4,0.304,1
5131,1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),Flo Rida,0.0991,0.608,232947,0.86,0,5,0.262,-5.324,0,0.0554,127.075,4,0.437,1
5132,4QNpBfC0zvjKqPJcyqBy9W,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",Pitbull,0.191,0.671,252307,0.939,0,8,0.298,-3.206,1,0.161,129.024,4,0.53,1
5133,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,Pitbull,0.0921,0.721,229360,0.802,0,1,0.694,-5.797,1,0.0583,124.022,4,0.724,1
5134,4NGikVnR4wpcB79gZE7tgg,Champagne Showers,LMFAO,0.00105,0.597,264093,0.839,1.16e-06,7,0.617,-3.946,0,0.389,129.942,4,0.412,1
5135,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,LMFAO,0.0206,0.751,262147,0.736,0,5,0.265,-4.168,0,0.156,130.014,4,0.352,1
5136,70Vdd1gx5tn84jkAU31ASv,Sexy And I Know It,LMFAO,0.1,0.707,199480,0.861,0,7,0.191,-4.225,1,0.316,130.021,4,0.795,1
5137,2gwjA5FHcW0ALe7SfrGtCH,Sonderling - Radio Edit,Zonderling,0.187,0.916,227047,0.71,0.848,5,0.0914,-6.186,0,0.0387,125.006,4,0.244,1
5138,3OpQVwRE5b8DpCEo0iPKTH,Ice,mndbd,0.811,0.749,107651,0.29,0.909,9,0.104,-13.336,1,0.326,83.092,4,0.88,1
5139,63PJEtaDQNx3BfJTqEY39c,She's Mine Pt. 1,J. Cole,0.759,0.436,209080,0.21,0.115,2,0.258,-15.099,1,0.0659,139.744,4,0.0485,1
5140,1GVCPJQJ856OgOTzlY7hkI,Out Of My Head - Kyle Watson Remix,The Feels,0.0228,0.97,337968,0.34,0.311,3,0.0646,-10.494,0,0.107,121.013,4,0.123,1
5141,6R9WRj1AX9IkafufRAbaQB,Devil Eyes,Hippie Sabotage,0.702,0.391,131272,0.396,0.405,1,0.315,-8.621,0,0.189,99.112,5,0.199,1
5142,7LL5e5xAhVeq1BmrC7oZLn,Colourless Water,Kyrill,0.0618,0.727,467923,0.568,0.808,8,0.089,-10.843,1,0.0434,120.998,4,0.16,1
5143,5qA35ZZWFOqynheP5x8rty,Around - Solomun Vox,Noir,0.0212,0.867,418594,0.345,0.666,1,0.103,-11.042,1,0.0768,115.0,4,0.259,1
5144,3esjTrpXxTrJkCVjrQpcDB,Girl,Jamie xx,0.232,0.357,245586,0.602,0.63,8,0.196,-11.608,0,0.359,101.823,4,0.471,1
5145,1xNcBAoUw8Hz6LqK2jt4Ff,Call on Me - Radio Mix,Eric Prydz,0.00427,0.597,171360,0.837,0.00115,10,0.839,-6.518,1,0.375,126.342,4,0.447,1
5146,17DjWsC0G9YQtAiepG3c5v,Stunting Ain't Nuthin (feat. Slim Jxmmi & Young Dolph),Gucci Mane,0.177,0.86,316053,0.71,0,7,0.0865,-5.705,1,0.285,122.993,4,0.764,1
5147,7uYbpT7Wfsu0w1eccEKDvM,Cocoon,Migos,0.192,0.58,297800,0.825,0,7,0.0879,-3.695,1,0.252,120.033,4,0.364,1
5148,0lI74jQDTBZaTlyC4FsPM7,Get Cake,Travis Porter,0.455,0.937,230191,0.57,0,1,0.153,-8.543,0,0.471,125.012,4,0.782,1
5149,0ldFK4y1FBQbuip4w4cAIg,Innerbloom,RÜFÜS DU SOL,0.121,0.727,578040,0.721,0.338,3,0.182,-6.695,1,0.0362,122.012,4,0.0394,1
5150,7dy6bWaPSLmipVoDoLaVeB,Innerbloom (What So Not Remix),RÜFÜS DU SOL,0.138,0.433,277200,0.711,5.7e-05,7,0.152,-6.628,0,0.0963,138.161,4,0.101,1
5151,4hdZu2cx3STBJKfPnhNzKN,Panda,Dare House,0.233,0.419,134500,0.785,0,7,0.0813,-7.366,0,0.522,72.164,4,0.181,1
5152,0ls4B9ze2dgbNVUPtzsdna,Need to Feel Loved - Original Mix,Andrey Exx,0.000323,0.789,413115,0.588,0.668,7,0.0498,-5.27,1,0.0366,121.999,4,0.353,1
5153,1Caok88z2uxMiPt4oV055r,BILLY,6ix9ine,0.167,0.596,112667,0.696,0,4,0.106,-3.865,0,0.374,179.816,4,0.74,1
5154,5n5uyFpfopa4mNdSN0gTaH,Wing$,Macklemore & Ryan Lewis,0.353,0.4,298641,0.602,0,7,0.191,-6.988,0,0.197,74.142,4,0.0964,1
5155,5D4OLLPzwwDWXxkkyujeWH,Scared to Be Lonely Chicken Soup,DjTj Official,0.0376,0.645,895706,0.663,0.000103,1,0.0793,-10.319,0,0.0642,129.11,4,0.318,1
5156,7rWwv1ePazmRzmJs4sARhI,Can't Tell Me Nothing,Kanye West,0.0122,0.596,271600,0.62,0,5,0.82,-6.133,0,0.039,80.029,4,0.102,1
5157,3kKbRNJmzSWdDgfKqJ9Eck,Options,Hippie Sabotage,0.782,0.411,220727,0.523,9.08e-06,11,0.293,-11.786,1,0.241,144.738,4,0.205,1
5158,7qgDhEvRJuo1bT9o2m8CqT,Immortal,Hippie Sabotage,0.0191,0.624,260467,0.604,0.784,8,0.0954,-8.727,0,0.0359,131.965,4,0.31,1
5159,60al6ZkP5cOsZN96FqzDGH,High Enough,Hippie Sabotage,0.0394,0.558,259787,0.513,0.0778,5,0.391,-10.767,0,0.23,120.709,4,0.502,1
5160,3ZcUSLcjspp31aYMSo9PDa,Burning Sun - Radio Edit,Monolink,0.131,0.685,270150,0.532,0.0663,11,0.113,-12.407,0,0.0353,123.003,4,0.216,1
5161,4SDemoEL3qCnq2i4Gy1R8u,Don't Leave (feat. AYER),TKDJS,0.0682,0.697,261429,0.604,0.0217,4,0.0334,-8.365,0,0.039,125.98,4,0.664,1
5162,1XEvBqCLWdjDNE4FDAYvXN,Never Look Back,JYYE,0.15,0.856,236922,0.792,0.597,3,0.0653,-5.642,0,0.0609,120.007,4,0.488,1
5163,05GvwwTLLID738BbKN1ze0,Because You Move Me,Tinlicker,0.691,0.789,196375,0.435,0.0418,2,0.107,-9.506,0,0.149,122.995,4,0.166,1
5164,7IXjxb3vmqbqZr06kieNUh,Fireburn,De Hofnar,0.00299,0.774,234146,0.558,0.0488,2,0.102,-7.45,1,0.0481,124.987,4,0.498,1
5165,1d4LKOubKKEJHqoxoUe4vR,4 AM - Adam K & Soha Mix,Kaskade,0.0617,0.75,329507,0.43,0.726,11,0.617,-8.146,0,0.049,127.005,4,0.253,1
5166,1d5Byc1GMDtvgfTYUEaaHx,Play This,Music P,0.00338,0.746,211924,0.677,0.011,5,0.102,-6.793,0,0.0348,121.011,4,0.38,1
5167,6AULbho0NXMnsaQDCEgUAR,So in Love,Robert Burian,0.0345,0.818,222439,0.735,0.379,3,0.146,-4.662,1,0.0357,122.979,4,0.256,1
5168,1ejVZdZLqAsDjdq3fFzaeH,Feels Like a Sunday,Elderbrook,0.616,0.512,148972,0.224,0.0245,7,0.118,-12.107,1,0.137,82.433,5,0.277,1
5169,4LKeqetwwD5v72sSrMv72X,Closer,Elderbrook,0.537,0.761,244149,0.465,0.631,2,0.063,-10.068,0,0.061,120.04,4,0.222,1
5170,6uQe7SVjdDlRqDRAi0qnKg,Talking,Elderbrook,0.0944,0.897,202845,0.569,0.644,8,0.108,-9.822,1,0.0529,114.981,4,0.415,1
5171,4JEwMJFPyAl6nNw0UQTwIu,NUMB,Hayden James,0.194,0.623,217296,0.562,0,10,0.091,-7.08,0,0.0415,147.906,4,0.411,1
5172,7ixuc4KOSHm0BsrwsRLM3i,Fingerprint,Lane 8,0.00857,0.637,404392,0.821,0.866,5,0.154,-8.781,0,0.0345,123.988,4,0.303,1
5173,5jAAoKfKfENn8EfjqfItKX,Midnight - Original Mix,Lane 8,0.00538,0.546,419898,0.889,0.422,0,0.156,-9.965,1,0.0376,123.979,4,0.107,1
5174,7KKzbd8nN8M51mOzoNlH3k,No Captain,Lane 8,0.153,0.584,316000,0.532,0.459,9,0.109,-11.357,1,0.0381,120.005,3,0.0455,1
5175,61BelHHS1kfXAmMMchw43o,They Don't Know,Disciples,0.0132,0.807,330920,0.778,0.666,0,0.109,-5.485,1,0.0399,120.001,4,0.788,1
5176,3FMHonN3YpqB4Z7JCuCGpU,Loving You - In Session with Lulu James,Lane 8,0.966,0.407,230195,0.193,0.137,9,0.118,-12.275,0,0.0365,122.105,4,0.192,1
5177,2XapuT0KLcIYHMgfDdBTBE,48HRS,Disciples,0.0558,0.773,203036,0.728,0.245,8,0.0945,-7.334,1,0.057,119.97,4,0.482,1
5178,0Q6ut3GglUBAvZQrOSrIxi,Afternoon,TENDER,0.0406,0.643,186413,0.47,0.0847,3,0.407,-9.681,0,0.0343,128.097,4,0.243,1
5179,5jJl2TfXmtkFAZAG0SWPeo,Relocate,Frost,0.36,0.849,405436,0.473,0.936,3,0.272,-10.023,1,0.0647,126.988,4,0.281,1
5180,2G4cMIDGGXAIbAU20YTw9U,Automatic - Frost Remix,ZHU,0.00206,0.858,370080,0.355,0.195,6,0.0543,-6.559,1,0.0601,124.99,4,0.832,1
5181,1gjxuBurykxzaqbDaqKKYU,Wanted You (feat. Lil Uzi Vert),NAV,0.174,0.797,228080,0.721,0,9,0.24,-4.912,0,0.0575,146.924,4,0.627,1
5182,7tmZ21lno9WK3K4Sezt6qj,Bitter Fuck,Joji,0.426,0.803,154443,0.338,0.00503,0,0.117,-9.397,1,0.0415,119.989,4,0.0723,1
5183,0baNzeUcPQnQSagpe8T0mD,worldstar money (interlude),Joji,0.964,0.577,126312,0.387,0.705,7,0.208,-8.607,1,0.274,146.565,1,0.459,1
5184,6dqiwfvxb1AM5y1vyVwaa0,Window,Joji,0.425,0.643,152375,0.329,0.665,1,0.0958,-12.598,1,0.0898,156.959,4,0.202,1
5185,5xwKCPdE3kyU0XwqfbyQsx,Pills,Joji,0.582,0.454,187134,0.407,0.774,11,0.117,-10.733,1,0.0739,81.401,3,0.242,1
5186,77UXyXy6qie0sOtLdEIH4A,Demons,Joji,0.416,0.458,176804,0.378,0.0919,2,0.0966,-11.354,0,0.15,168.232,3,0.037,1
5187,7wvwXi9Z66dcH5t202vVkN,Will He,Joji,0.836,0.618,202103,0.217,0.000163,10,0.538,-15.372,1,0.0515,116.014,4,0.0872,1
5188,7gWSWDBriMK7YKefAe4NMP,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Swedish House Mafia,0.00237,0.736,206461,0.929,1.11e-05,7,0.402,-5.89,0,0.0674,125.03,4,0.658,1
5189,3G7WHg3QIaximEamRszY8K,Why,Voyeur,0.0832,0.801,478052,0.839,0.872,4,0.115,-7.82,1,0.0747,121.997,4,0.366,1
5190,1IDrrbzhwHm0kszGpYIzLB,Shades Of Grey - Nora En Pure Remix,Oliver Heldens,0.0339,0.861,286999,0.85,0.00323,7,0.0489,-4.489,0,0.206,121.995,4,0.42,1
5191,2r4FHqp6yIA7aBgD4fXpvF,Heart To Find,Mat.Joe,0.0392,0.918,336022,0.469,0.605,10,0.0941,-11.11,0,0.0532,118.978,4,0.528,1
5192,7pZ4XZd478GlbzQMoPar5M,Hit the Road Jack,Kled Mone,0.0905,0.894,292206,0.437,0.243,9,0.106,-9.334,0,0.0442,114.972,4,0.346,1
5193,6MzuROznsagl5Szc8w3Smj,Something About You,Hayden James,0.356,0.867,225181,0.603,0.0553,2,0.0765,-7.427,0,0.0637,114.977,4,0.677,1
5194,0zL9dieoCcjBWV01y73Cj1,Faded,ZHU,0.00872,0.863,223485,0.475,0.116,9,0.122,-7.195,0,0.0488,124.964,4,0.596,1
5195,7CNRVEMSXo0fRJwZyM0L2n,Hometown Girl,ZHU,0.0209,0.514,252235,0.582,0.0835,6,0.0937,-8.835,1,0.101,99.996,4,0.621,1
5196,7J7cNv9fl9nbofKMpPng4J,You're so High,Eli & Fur,0.0284,0.763,325497,0.602,0.151,0,0.137,-9.696,1,0.0463,120.014,4,0.132,1
5197,6XI1gqQQ3X11EIneXmtfp0,In My Arms,Lane 8,0.00539,0.661,316721,0.631,0.515,2,0.112,-11.772,0,0.0396,121.992,4,0.475,1
5198,59pVdfcIvVmXKzt84JiA1u,Stranger,Leo Kalyan,0.0796,0.645,225250,0.772,0,0,0.245,-4.629,0,0.137,139.964,4,0.598,1
5199,5SYHmSFd6XPK0dLYWML1vU,Dreaming,Frost,0.0126,0.806,295103,0.487,0.751,1,0.111,-12.429,1,0.0722,126.998,4,0.151,1
5200,6VY8zV9nGLRIVaM5G3sKpw,Believe Her (feat. Meron Ryan),Mr FijiWiji,0.000259,0.739,276027,0.932,0.249,11,0.306,-5.948,1,0.156,125.0,4,0.374,1
5201,0nhPhnhqRCB79sIv9pUphw,One By One,Deeperise,0.0888,0.778,246261,0.578,0.107,4,0.0499,-8.247,0,0.0312,115.006,4,0.518,1
5202,7iOgwG5zVeC9eA7ANBcvJ4,Pictures 2017 - Dom Dolla Remix,Sneaky Sound System,0.00874,0.946,286025,0.646,0.11,7,0.0503,-6.308,1,0.156,124.004,4,0.809,1
5203,1cHjms57G6C8o6cpEnho9f,The Recipe,Kendrick Lamar,0.000612,0.768,353267,0.765,0,11,0.342,-7.013,0,0.151,131.208,4,0.525,1
5204,7d19457woBxmPRCq255YqM,The Race - Remix,Tay-K,0.00619,0.75,211875,0.548,0,9,0.156,-6.288,1,0.358,160.084,4,0.377,1
5205,54VhMO14MfyB9I9IUtjR6p,The Wave,R3HAB,0.211,0.748,158062,0.406,0,0,0.042,-7.462,1,0.0343,79.988,4,0.386,1
5206,33kB5gz4gzOEZVkuWKHylS,Thick Niggas and Anime Tiddies,Dbangz,0.221,0.897,90122,0.449,0,1,0.103,-9.295,1,0.429,135.97,4,0.707,1
5207,7o5i46NjAqBbfgXCJtvHeb,On My Mind (feat. Leo Kalyan),Frost,0.00683,0.788,350772,0.674,0.313,7,0.145,-8.038,1,0.0521,121.999,4,0.296,1
5208,13gEPR3BxUWmbE1XqKbfd1,B.O.S.S. - Original Mix,L.O.O.P,0.0518,0.981,304923,0.406,0.148,0,0.0563,-7.038,0,0.262,122.011,4,0.343,1
5209,2aoOHHnDzS653vhmsCzmIp,Not Letting Go (feat. Jess Glynne) - XYconstant Remix,Tinie Tempah,0.00945,0.721,288934,0.832,0.206,8,0.178,-7.251,1,0.0499,125.017,3,0.303,1
5210,2KUof04lh3jPPR9vSqfQER,That's Why - Original Mix,Dashdot,0.0202,0.806,368000,0.762,0.518,9,0.0814,-6.729,0,0.0518,120.017,4,0.895,1
5211,1G2o8smHvvzpxwOWyLW2o1,Jaded,EDX,0.0923,0.792,179024,0.758,0.442,2,0.412,-5.471,1,0.113,123.064,4,0.658,1
5212,2e0cr3SmqCR6Ow6zVCs6pj,All Night,Big Boi,0.0624,0.847,241893,0.831,0,8,0.106,-4.56,0,0.0459,135.994,4,0.865,1
5213,2SmPToLuqbfwdZLWkCekjR,Sickness,TENDER,0.42,0.607,215693,0.58,0.572,6,0.126,-9.039,1,0.0529,140.027,4,0.812,1
5214,6gPTslKv2evosU3XiOQ6UC,Armour,TENDER,0.4,0.63,250152,0.341,0.15,5,0.105,-12.473,0,0.0373,81.921,4,0.182,1
5215,6nsZRuV1jxBWXNLOSCZERI,Violence,TENDER,0.21,0.521,161853,0.47,0.00227,3,0.218,-8.988,0,0.125,193.948,4,0.628,1
5216,4uvwedM1QipiOaxr7k7zuD,Illuminate,TENDER,0.635,0.302,190707,0.535,0.643,9,0.112,-7.829,0,0.0525,82.242,4,0.297,1
5217,5jjTz0dUHLmcWcSLioEAb7,Vow,TENDER,0.304,0.683,204427,0.388,0.223,0,0.089,-8.041,0,0.0305,110.022,4,0.525,1
5218,6Zjw7NdXuLiwULHgyJ0Jk8,Outside,TENDER,0.172,0.577,250493,0.52,0.00167,3,0.098,-8.237,0,0.0376,74.952,4,0.432,1
5219,7p2QsDBkOmFNK8ZETH8S15,Nadir,TENDER,0.0349,0.389,241947,0.757,0.132,9,0.0861,-5.576,0,0.0497,96.98,4,0.509,1
5220,6nY9qOQWEAqdy0rV29Atii,Aldrig Mer (feat. TENDER),Kasbo,0.0658,0.49,243919,0.774,0.107,7,0.11,-5.789,1,0.046,92.477,4,0.142,1
5221,2CIMe3TPK2k4NL3LlCSdWf,Runaway (HBO® Westworld),Ramin Djawadi,0.911,0.509,168419,0.162,0.872,1,0.144,-16.093,0,0.0377,160.073,4,0.148,1
5222,0yOnI8yqG7GIDvEVlJrCUp,Fake Plastic Trees,Ramin Djawadi,0.992,0.657,134085,0.0795,0.809,9,0.103,-23.491,1,0.0423,147.067,4,0.542,1
5223,3z1kFfYnsgI8yL5cPtK1E4,Freeze All Motor Functions,Ramin Djawadi,0.558,0.49,183799,0.0974,0.941,2,0.112,-22.297,1,0.0297,102.027,4,0.038,1
5224,6XmdsD2GKYGMiAqqrM0WON,Exit Music (For a Film),Ramin Djawadi,0.625,0.296,266695,0.15,0.896,7,0.0955,-11.921,1,0.0385,128.222,4,0.046,1
5225,3YYKrn3iGOAel605Znt3ai,"Comptine d'un autre été, l'après-midi",Yann Tiersen,0.991,0.484,140733,0.192,0.908,2,0.106,-15.378,1,0.0465,100.084,4,0.0559,1
5226,2AkcjsKlRbIBYGAgpQVFii,"Comptine d'un autre été, l'après-midi",Yann Tiersen,0.991,0.484,140733,0.192,0.908,2,0.106,-15.378,1,0.0465,100.084,4,0.0559,1
5227,47O5lXcK78Z3TIiGzuc18l,Mr. Sandman,The Chordettes,0.85,0.626,144200,0.535,0,9,0.0561,-4.441,1,0.0443,108.804,4,0.671,1
5228,4hiNSVDrVkcrd0BrOME3HX,Mr. Clean,Yung Gravy,0.786,0.717,210861,0.76,0.000188,9,0.107,-4.892,1,0.164,106.32,4,0.669,1
5229,7KwZNVEaqikRSBSpyhXK2j,Hypnotize - 2014 Remaster,The Notorious B.I.G.,0.145,0.901,229827,0.697,0,9,0.287,-3.439,1,0.28,93.941,4,0.67,1
5230,48ODnwalsLoF9c0ZYfH26g,Bentley Truck,2 Chainz,0.489,0.864,275760,0.627,0,0,0.133,-4.051,1,0.134,128.064,4,0.353,1
5231,4iGnWxnSzWnLcUBtk5eBSE,LAND OF THE FREAKS,2 Chainz,0.425,0.874,221720,0.435,0.00141,2,0.123,-7.919,1,0.311,129.986,4,0.182,1
5232,2GkHLv7omjDNdf8vQxkecD,Alive (with Offset & 2 Chainz),Lil Jon,0.377,0.813,235897,0.733,2.61e-06,0,0.121,-6.623,0,0.337,150.006,4,0.611,1
5233,5UoQVEnznbdzspUddoQYmC,Good Drank,2 Chainz,0.284,0.833,222707,0.783,0,4,0.121,-1.077,0,0.211,129.999,4,0.387,1
5234,5XdHz3HfGGOsvdhe06oxts,Lick (feat. Offset),Cardi B,0.159,0.838,233793,0.637,0,2,0.0704,-4.708,1,0.22,116.077,4,0.352,1
5235,5snnn0PgQh7CW2ivm0RlHO,On Me,Quality Control,0.0995,0.929,216147,0.612,0,0,0.117,-4.467,1,0.192,134.958,4,0.808,1
5236,5w9FuDCO3EyYK7BLCAtSRJ,Holiday,Quality Control,0.16,0.891,209787,0.686,1.63e-06,6,0.0901,-5.395,0,0.0943,128.004,4,0.648,1
5237,0JplPzjkOGc8bbwYIjxDQF,Bosses Don't Speak,Quality Control,0.0457,0.823,241506,0.487,0,2,0.107,-8.361,1,0.404,154.915,4,0.146,1
5238,1cPlLAFKiP194tbHAsvdJe,Menace,Quality Control,0.0625,0.977,145188,0.303,0,0,0.184,-10.819,1,0.539,116.063,3,0.214,1
5239,4se0XRQijebx3BS2tb0Oly,Alive (feat. Rae Sremmurd),Quavo,0.0556,0.837,266573,0.594,0,0,0.338,-8.582,1,0.0646,120.014,4,0.166,1
5240,0kMXQ9xqVotFY03OtYO85N,FWM,Lil Yachty,0.493,0.836,142247,0.61,0,4,0.129,-7.23,0,0.345,130.025,4,0.611,1
5241,57qvqFm7s8ULbFdkpqBlcL,WHOLE lotta GUAP,Lil Yachty,0.254,0.88,172219,0.865,2.09e-06,9,0.305,-8.97,1,0.333,131.075,4,0.655,1
5242,2PsZsnqSMXt4oKi0xHVvgF,BOOM!,Lil Yachty,0.191,0.844,229525,0.699,0,1,0.194,-5.794,1,0.335,132.955,4,0.753,1
5243,6M1qLtDxfOeBSbM5HnIo54,OOPS,Lil Yachty,0.046,0.944,155131,0.425,0,1,0.11,-7.146,1,0.326,129.996,4,0.124,1
5244,6asKJPlXOTx6BLyGnEAagB,GET MONEY BROS.,Lil Yachty,0.14,0.857,160297,0.385,0,1,0.0909,-6.768,1,0.251,119.93,4,0.188,1
5245,3GxGAhRowXixzk521JQpZu,MICKEY,Lil Yachty,0.0295,0.971,160518,0.465,0,1,0.097,-5.655,1,0.23,119.994,4,0.131,1
5246,6K2anECyrckidwf5wxS78Q,NBAYOUNGBOAT,Lil Yachty,0.0515,0.769,139845,0.807,0,11,0.111,-2.966,1,0.306,82.422,4,0.364,1
5247,5jBdjKVBUQwoNOUnFoIZp7,POP OUT,Lil Yachty,0.244,0.766,173518,0.65,0,6,0.107,-3.419,1,0.194,134.773,4,0.244,1
5248,6gNebIZdqveOrVehCmgE8b,DAS CAP,Lil Yachty,0.0938,0.76,184575,0.762,0,10,0.0829,-4.486,0,0.07,125.019,4,0.269,1
5249,3STqgOS8Gnn0BQFHVbMIEI,FLEX,Lil Yachty,0.0421,0.909,130714,0.52,0,9,0.169,-7.664,1,0.284,140.23,4,0.508,1
5250,2xEvCnhZMxvvRwaF4le8UV,COUNT ME IN,Lil Yachty,0.433,0.788,137356,0.639,0,1,0.142,-7.834,1,0.319,81.482,4,0.746,1
5251,3Uvi9diL18dYSUc3vcKk0n,SELF MADE,Lil Yachty,0.273,0.614,112705,0.497,0,0,0.156,-7.543,1,0.0717,134.154,4,0.11,1
5252,2lLqpx1YG9pxA3Y9UGN9Ty,Where U From,Huncho Jack,0.0488,0.759,251969,0.752,0,1,0.198,-2.964,1,0.0805,140.0,4,0.27,1
5253,5uAMiB0RMCjdq7p5mEjfY1,TALK TO ME NICE,Lil Yachty,0.165,0.829,173585,0.573,0,11,0.0641,-6.71,0,0.394,137.028,4,0.372,1
5254,3ALgsy4RtDm58xl3VNoSgZ,BABY DADDY,Lil Yachty,0.00872,0.972,185883,0.482,0,8,0.149,-6.128,1,0.0702,125.013,4,0.0767,1
5255,6tarvNiKnEjYMj1VZhlDqR,66,Lil Yachty,0.0455,0.667,153475,0.723,0.000193,5,0.213,-4.31,0,0.27,148.058,4,0.251,1
5256,17QaCiTklVj0c7VLqErDGu,Plug Walk,Rich The Kid,0.237,0.875,175511,0.535,0,11,0.108,-6.534,1,0.146,95.001,4,0.178,1
5257,74g06IB8IeO0ker51AupdM,Cookies & Sherbert,Rich The Kid,0.00935,0.906,177320,0.514,0,9,0.118,-6.098,1,0.28,140.056,4,0.384,1
5258,3Weu2Mz3jUZryt1w8YfqOL,Later,Vintage Culture,0.00134,0.728,209756,0.604,2.07e-05,7,0.404,-9.854,1,0.11,123.037,4,0.452,1
5259,0a8FOhgfHdcvTQthtqUjdz,The Break Up,Machine Gun Kelly,0.00244,0.77,200259,0.722,1.97e-06,9,0.104,-6.772,0,0.056,130.078,4,0.217,1
5260,0OI7AFifLSoGzpb8bdBLLV,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,0.00413,0.653,202805,0.718,0,3,0.0537,-5.232,0,0.213,82.034,4,0.216,1
5261,5jTCuOUH1PPJAhPfYZ3pwu,untitled 07 2014 - 2016,Kendrick Lamar,0.727,0.566,496173,0.465,0,6,0.705,-11.7,0,0.497,127.014,4,0.323,1
5262,47ZWr1Nb0PUgmKgyg5JkgO,River Flows In You - Original,Yiruma,0.988,0.31,185527,0.218,0.952,9,0.085,-21.398,1,0.0507,145.074,4,0.0969,1
5263,1vLdcWGHvywcvn6AEirXCh,tick tock,Nohidea,0.779,0.702,101670,0.208,0.94,6,0.101,-17.555,1,0.0955,79.007,4,0.488,1
5264,72AfoN1wsvI9aGsR1WaRxD,Tearing Me Up,Bob Moses,0.172,0.705,470093,0.403,0.00201,0,0.615,-9.7,1,0.0438,114.992,4,0.155,1
5265,6YudMlFIaMdodwxmjGIjJM,Steppin (feat. Mills Supreme),Supa Dupa Humble,0.000646,0.862,144000,0.497,0.00684,1,0.0768,-7.595,1,0.23,160.016,4,0.144,1
5266,7K0IjUT3y2wGxqd6u5DrTs,Say To Me,WHTKD,0.0103,0.769,154000,0.443,0.358,4,0.106,-10.857,0,0.0711,125.976,4,0.589,1
5267,5QVw9uQOQGVBfLjrr4DExH,Somebody Like You,VINNE,0.0787,0.785,199024,0.753,0.00511,5,0.0454,-5.44,0,0.0644,122.985,4,0.229,1
5268,0nhBKubnVz9yFNNprBniWz,YOUTH,Troye Sivan,0.0625,0.628,185194,0.737,0,7,0.0777,-4.437,1,0.041,91.507,4,0.592,1
5269,2Tq2R8sRftNEqdgJK5HadO,My My My!,Troye Sivan,0.00433,0.699,204727,0.479,9.58e-05,1,0.0435,-7.83,1,0.0919,102.959,4,0.462,1
